Name,TAM_NAM_T,AMP_NAM_T,PROV_NAM_T,Latitude,Longitude
วัดวีรธรรม,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.906317,103.872979
วัดสงฆ์ตาล,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.882809,103.908244
วัดสรงตาล,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.927646,103.85563
วัดสว่าง,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.909585,103.900917
วัดสว่างน้ำคำ,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.910967,103.896968
วัดสะอาด,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.93912,103.878227
วัดอารยะธรรมวราราม,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,15.885824,103.878622
วัดคงสว่าง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.826447,103.835638
วัดท่าบ่อ,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.768209,103.880076
วัดท่าบ่อบ้านหนองฮาง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.76661,103.884686
วัดทุ่งสว่าง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.799438,103.869545
วัดทุ่งสว่างหนองขาม,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.797666,103.873241
วัดบ้านหนองยางน้อย,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.807383,103.880662
วัดป่าวังเชียม,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.809689,103.842949
วัดปุรา,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.790751,103.889984
วัดปุราบ้านเป้า,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.789244,103.894062
วัดราษฎร์สามัคคี,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.772274,103.890848
วัดราษฎร์สามัคคีหนองแฮด,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.7754,103.885409
วัดสงฆ์ยาง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.808838,103.849518
วัดสระทอง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.793399,103.836891
วัดแสงสว่าง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.771783,103.8705
วัดหนองแคนพัฒนาราม,หนองขาม,อาจสามารถ,ร้อยเอ็ด,15.814417,103.859282
วัดดอนเจ้าปู่,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.835611,103.772666
วัดดอนเจ้าปู่หนองหมู,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.835987,103.769649
วัดทุ่งสว่างวนาราม,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.866992,103.740819
วัดโนนชัย,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.861277,103.786573
วัดบุรพา,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.870472,103.769047
วัดป่าสามัคคี,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.888706,103.773663
วัดยางโพธิ์ศรีสุข,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.854944,103.760516
วัดยางโพธิ์ศรีสุข,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.856349,103.756874
วัดสงยาง,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.873042,103.747587
วัดสามัคคีพัฒนาราม,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.882981,103.764563
วัดอหิงสาราม,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.867981,103.762754
วัดอหิงสาวนาราม,หนองบัว,อาจสามารถ,ร้อยเอ็ด,15.869354,103.758496
วัดจักรวาฬภูมิพินิจ,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.736019,103.97932
วัดป่าโนนฤาษี,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.764575,103.913461
วัดป่าโนนฤาษี,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.766172,103.912611
วัดป่าราษฎร์บำรุง,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.780106,103.911624
วัดป่าราษฎร์บำรุง,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.781974,103.907732
วัดป่าอุเทนวนาราม,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.742791,103.932196
วัดผ่องใส,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.784942,103.929641
วัดโพธิ์ศรี,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.746877,103.967335
วัดโพธิ์ศรี,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.748524,103.964139
วัดโพธิ์อินทราราม,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.729601,103.934888
วัดโพธิ์อินธาราม,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.728345,103.938547
วัดราษฎร์เจริญ,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.768321,103.927243
วัดเรืองศรี,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.774674,103.911619
วัดเรืองศรี,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.77564,103.90775
วัดศรีเจริญผล,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.751917,103.927268
วัดศรีเจริญผล,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.75364,103.923694
วัดศรีเจริญพร,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.746622,103.985945
วัดสระแก้วบ้านมะกอก,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.75213,103.909292
วัดสระแก้วบ้านมะกอก,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.753488,103.906149
วัดสว่างนิคม,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.762051,103.930479
วัดเหล่าสูงบุปผาราม,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,15.736867,103.945797
วัดกลางมันเหลือง,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.811398,103.931367
วัดกลางมันเหลือง,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.813063,103.927502
วัดทุ่งสว่าง,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.823254,103.962286
วัดพุทธมงคล,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.818414,103.955006
วัดพุทธมงคล,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.819467,103.950961
วัดโพธิ์ชัย,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.791904,103.949943
วัดโพธิ์สว่างโนนขาม,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.835716,103.938357
วัดรังษีสุทธาราม,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.812086,103.962531
วัดศรีสว่างโนนแฮด,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.826964,103.954648
วัดศรีสว่างโนนแฮด,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.828586,103.951025
วัดศรีไสล,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.802869,103.954736
วัดสระแก้ว,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.825121,103.93646
วัดสระทอง,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.827036,103.939628
วัดสว่างจอมแก้ว,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.813533,103.946007
วัดสว่างบ้านจ้อก้อ,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.812186,103.94937
วัดห้วยนารี,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.778064,103.970826
วัดห้วยนารี,หน่อม,อาจสามารถ,ร้อยเอ็ด,15.779706,103.96666
วัดคึ้มใน,โหรา,อาจสามารถ,ร้อยเอ็ด,15.900696,103.823308
วัดท่ายางชุมน้ำเงิน,โหรา,อาจสามารถ,ร้อยเอ็ด,15.879186,103.826516
วัดท่ายางชุมน้ำเงิน,โหรา,อาจสามารถ,ร้อยเอ็ด,15.880302,103.822599
วัดธีระสีมา,โหรา,อาจสามารถ,ร้อยเอ็ด,15.867229,103.796322
วัดบึงแคน,โหรา,อาจสามารถ,ร้อยเอ็ด,15.835459,103.821006
วัดบึงแคน,โหรา,อาจสามารถ,ร้อยเอ็ด,15.83669,103.817283
วัดป่าสามัคคี,โหรา,อาจสามารถ,ร้อยเอ็ด,15.837782,103.816359
วัดป่าสามัคคี,โหรา,อาจสามารถ,ร้อยเอ็ด,15.838801,103.812311
วัดรัตนมังคลาราม,โหรา,อาจสามารถ,ร้อยเอ็ด,15.855021,103.802197
วัดศรีมหาราษฎร์บำรุง,โหรา,อาจสามารถ,ร้อยเอ็ด,15.878042,103.796797
วัดศรีสมบูรณ์,โหรา,อาจสามารถ,ร้อยเอ็ด,15.885887,103.805159
วัดศรีสมบูรณ์,โหรา,อาจสามารถ,ร้อยเอ็ด,15.88713,103.80241
วัดสว่างโหรา,โหรา,อาจสามารถ,ร้อยเอ็ด,15.840162,103.801511
วัดสว่างโหรา,โหรา,อาจสามารถ,ร้อยเอ็ด,15.842184,103.7976
วัดดงเจ้าปูมเหศักดิ์สิตาราม,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.81998,103.912031
วัดดงสว่างโพธาราม,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.850287,103.920247
วัดทุ่งสาริกา,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.871821,103.853324
วัดป่าดงเย็นสันติธรรม,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.831612,103.900892
วัดป่าบ้านยางโง๊ะ,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.858135,103.897194
วัดป่ายางโง๊ะ,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.853411,103.902773
วัดป่าเรไร,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.839793,103.917721
วัดป่าอาจสามารถ,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.853627,103.878592
วัดป่าอาจสามารถ,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.857017,103.870163
วัดโพธิ์งามสุนทรวาส,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.860041,103.899023
วัดโพธิ์ศรีสว่าง,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.861258,103.84771
วัดโพธิ์ศรีสว่าง,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.862899,103.843842
วัดสระแก้ว,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.816116,103.908723
วัดสระจันทร์,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.820568,103.915597
วัดสว่างโพธิ์ธาราม,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.830372,103.909396
วัดหนองขี้เหล็ก,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.868137,103.838755
วัดหนองขี้เหล็ก,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.869691,103.835531
วัดใหม่ชัยสิทธิ์,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.848281,103.882251
วัดใหม่ไชยสิทธิ์,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.849851,103.87872
วัดอุบลบรทิพย์,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.842048,103.884145
วัดอุบลบรทิพย์,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.843243,103.880623
วัดโอภาสพัฒนาราม,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.840297,103.85032
วัดโอภาสพัฒนาราม,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,15.841974,103.846254
วัดคาทอลิกอัครเทวดาราฟา,เขาแก้ว,เชียงคาน,เลย,17.777797,101.781687
วัดดอยเขาแก้ว,เขาแก้ว,เชียงคาน,เลย,17.805989,101.777068
วัดดอยศิลา,เขาแก้ว,เชียงคาน,เลย,17.810232,101.772149
วัดนิศการาม,เขาแก้ว,เชียงคาน,เลย,17.825976,101.712738
วัดป่าเทพนิมิตร,เขาแก้ว,เชียงคาน,เลย,17.806102,101.720876
วัดป่าเทพนิมิตร,เขาแก้ว,เชียงคาน,เลย,17.809528,101.719571
วัดป่าเทพบัณฑิตศรัทธาธร,เขาแก้ว,เชียงคาน,เลย,17.799973,101.731335
วัดป่านิโสการาม,เขาแก้ว,เชียงคาน,เลย,17.829431,101.709689
วัดป่าบ้านโสกเก่า,เขาแก้ว,เชียงคาน,เลย,17.83519,101.693924
วัดป่าวังแก้ว,เขาแก้ว,เชียงคาน,เลย,17.79585,101.750581
วัดป่าวังแก้ว,เขาแก้ว,เชียงคาน,เลย,17.796985,101.746514
วัดโพธิ์ชัย,เขาแก้ว,เชียงคาน,เลย,17.805082,101.746053
วัดโพนแก้ว,เขาแก้ว,เชียงคาน,เลย,17.777714,101.778504
วัดโพนแก้ว,เขาแก้ว,เชียงคาน,เลย,17.778882,101.775054
วัดโพนงาม,เขาแก้ว,เชียงคาน,เลย,17.829001,101.700973
วัดโพนสว่าง,เขาแก้ว,เชียงคาน,เลย,17.823133,101.715304
วัดโพนสว่าง,เขาแก้ว,เชียงคาน,เลย,17.824917,101.711506
วัดศรีโพนแก้ว,เขาแก้ว,เชียงคาน,เลย,17.79391,101.745588
วัดศรีโพนแก้ว,เขาแก้ว,เชียงคาน,เลย,17.794947,101.742636
วัดศรีสง่าวนาราม,เขาแก้ว,เชียงคาน,เลย,17.8017,101.72977
วัดศรีสง่าวนาราม,เขาแก้ว,เชียงคาน,เลย,17.803267,101.725788
วัดศรีสมบูรณ์,เขาแก้ว,เชียงคาน,เลย,17.805916,101.773811
วัดศรีสมบูรณ์,เขาแก้ว,เชียงคาน,เลย,17.807109,101.769401
วัดอรุณวนาราม,เขาแก้ว,เชียงคาน,เลย,17.830012,101.70915
วัดอรุณวนาราม,เขาแก้ว,เชียงคาน,เลย,17.831934,101.706798
วัดจอมศรี,จอมศรี,เชียงคาน,เลย,17.757059,101.732743
วัดโนนบ้านหินตั้ง,จอมศรี,เชียงคาน,เลย,17.767362,101.745213
วัดป่ากุงไตรรัตนประสิทธ,จอมศรี,เชียงคาน,เลย,17.773238,101.757707
วัดป่าศรีพัฒนาราม,จอมศรี,เชียงคาน,เลย,17.756946,101.730796
วัดป่าศรีพัฒนาราม,จอมศรี,เชียงคาน,เลย,17.757964,101.727663
วัดป่าศรีวิไลวัลย์,จอมศรี,เชียงคาน,เลย,17.756054,101.700395
วัดผามุม,จอมศรี,เชียงคาน,เลย,17.751614,101.676012
วัดโพนสว่าง,จอมศรี,เชียงคาน,เลย,17.770089,101.742532
วัดราษฎร์บำรุงธรรม,จอมศรี,เชียงคาน,เลย,17.758507,101.740835
วัดราษฎร์บำรุงธรรม,จอมศรี,เชียงคาน,เลย,17.761097,101.739808
วัดศรีวิไลวัลย์,จอมศรี,เชียงคาน,เลย,17.757761,101.697339
วัดศรีหินตั้ง,จอมศรี,เชียงคาน,เลย,17.763288,101.742702
วัดศรีหินตั้ง,จอมศรี,เชียงคาน,เลย,17.764769,101.737816
วัดไชยมาศ,เชียงคาน,เชียงคาน,เลย,17.848752,101.602996
วัดท่าแขก,เชียงคาน,เชียงคาน,เลย,17.903034,101.686491
วัดท่าแขก,เชียงคาน,เชียงคาน,เลย,17.904893,101.683357
วัดท่าคก,เชียงคาน,เชียงคาน,เลย,17.89549,101.664115
วัดท่าครก,เชียงคาน,เชียงคาน,เลย,17.896422,101.660444
วัดโนนสว่างอารมณ์,เชียงคาน,เชียงคาน,เลย,17.8462,101.708219
วัดโนนสว่างอารมย์,เชียงคาน,เชียงคาน,เลย,17.847424,101.704623
วัดป่ากลาง,เชียงคาน,เชียงคาน,เลย,17.893721,101.655984
วัดป่าใต้,เชียงคาน,เชียงคาน,เลย,17.893507,101.662266
วัดป่าใต้,เชียงคาน,เชียงคาน,เลย,17.894008,101.659482
วัดป่าศรีภูทอก,เชียงคาน,เชียงคาน,เลย,17.859364,101.686136
วัดโพนชัย,เชียงคาน,เชียงคาน,เลย,17.890201,101.650618
วัดโพนชัย,เชียงคาน,เชียงคาน,เลย,17.890923,101.646887
วัดไพศาลศักดาราม,เชียงคาน,เชียงคาน,เลย,17.848357,101.60928
วัดภูช้างน้อย,เชียงคาน,เชียงคาน,เลย,17.879578,101.655006
วัดภูช้างน้อย,เชียงคาน,เชียงคาน,เลย,17.881243,101.650224
วัดมหาธาตุ,เชียงคาน,เชียงคาน,เลย,17.89413,101.660393
วัดมหาธาตุ,เชียงคาน,เชียงคาน,เลย,17.894443,101.657709
วัดมัชฌิมาราม (วัดป่ากลา,เชียงคาน,เชียงคาน,เลย,17.892665,101.659731
วัดลุมพินีวนาราม,เชียงคาน,เชียงคาน,เลย,17.906003,101.694814
วัดลุมพินีวนาราม,เชียงคาน,เชียงคาน,เลย,17.907137,101.691797
วัดศรีคุณเมือง,เชียงคาน,เชียงคาน,เลย,17.892301,101.655652
วัดศรีคุณเมือง,เชียงคาน,เชียงคาน,เลย,17.893364,101.652661
วัดศรีชัยมาด,เชียงคาน,เชียงคาน,เลย,17.849293,101.59816
วัดศรีพนมมาศ,เชียงคาน,เชียงคาน,เลย,17.888317,101.660658
วัดศรีพนมมาศ,เชียงคาน,เชียงคาน,เลย,17.88856,101.665161
วัดศรีไพศาลศักดาราม,เชียงคาน,เชียงคาน,เลย,17.850989,101.600656
วัดศรีเวียงชัย,เชียงคาน,เชียงคาน,เลย,17.86225,101.614582
วัดศรีเวียงชัย,เชียงคาน,เชียงคาน,เลย,17.864012,101.610394
วัดสันติวนาราม,เชียงคาน,เชียงคาน,เลย,17.888264,101.657261
วัดสันติวนาราม,เชียงคาน,เชียงคาน,เลย,17.888492,101.654397
วัดหอสองนาง,เชียงคาน,เชียงคาน,เลย,17.901468,101.684475
วัดหอสองนาง,เชียงคาน,เชียงคาน,เลย,17.903439,101.681079
วีดศรีภูทอก,เชียงคาน,เชียงคาน,เลย,17.862232,101.681803
วัดทรายมูล,ธาตุ,เชียงคาน,เลย,17.709071,101.714561
วัดโนนภูทอง,ธาตุ,เชียงคาน,เลย,17.715542,101.826541
วัดโนนสว่าง,ธาตุ,เชียงคาน,เลย,17.727885,101.804473
วัดโนนสว่าง,ธาตุ,เชียงคาน,เลย,17.72848,101.800476
วัดป่าเทพอาทรนิมิต,ธาตุ,เชียงคาน,เลย,17.740554,101.796517
วัดป่าผากลางดง,ธาตุ,เชียงคาน,เลย,17.693761,101.817166
วัดป่าผากลางดง,ธาตุ,เชียงคาน,เลย,17.695185,101.813213
วัดป่าพรมมาราม,ธาตุ,เชียงคาน,เลย,17.719712,101.719023
วัดป่าพัฒนาราม,ธาตุ,เชียงคาน,เลย,17.722972,101.712031
วัดป่าอาทรเทพนิมิต,ธาตุ,เชียงคาน,เลย,17.740753,101.792168
วัดพระธาตุ,ธาตุ,เชียงคาน,เลย,17.716834,101.719516
วัดพระธาตุ,ธาตุ,เชียงคาน,เลย,17.717991,101.715926
วัดโพนสว่าง,ธาตุ,เชียงคาน,เลย,17.733411,101.700941
วัดภูเขาดิน,ธาตุ,เชียงคาน,เลย,17.716458,101.764094
วัดภูเขาดิน,ธาตุ,เชียงคาน,เลย,17.719241,101.766796
วัดวังสำราญ,ธาตุ,เชียงคาน,เลย,17.731342,101.685664
วัดสวนธรรมเทวราช,ธาตุ,เชียงคาน,เลย,17.743491,101.709526
วัดสวนธรรมเทวราช,ธาตุ,เชียงคาน,เลย,17.745436,101.706484
วัดห้วยพอดพัฒนาราม,ธาตุ,เชียงคาน,เลย,17.728136,101.733927
วัดอ้อมแก้ว,ธาตุ,เชียงคาน,เลย,17.730185,101.731983
วัดอ้อมแก้ว,ธาตุ,เชียงคาน,เลย,17.732193,101.728586
วัดอินทราราม,ธาตุ,เชียงคาน,เลย,17.707476,101.718385
วัดอินทราราม,ธาตุ,เชียงคาน,เลย,17.709406,101.715384
วัดจอมพล,นาซ่าว,เชียงคาน,เลย,17.781481,101.655776
วัดจอมพล,นาซ่าว,เชียงคาน,เลย,17.782695,101.651625
วัดบู่ทองศิลา,นาซ่าว,เชียงคาน,เลย,17.833852,101.663888
วัดป่านาบอน,นาซ่าว,เชียงคาน,เลย,17.851603,101.657262
วัดป่าบ้านโสกเก่า,นาซ่าว,เชียงคาน,เลย,17.837032,101.692498
วัดโพธิ์ศรี,นาซ่าว,เชียงคาน,เลย,17.834766,101.670036
วัดโพธิ์ศรีหายโศก,นาซ่าว,เชียงคาน,เลย,17.802926,101.627422
วัดเวฬุวัน,นาซ่าว,เชียงคาน,เลย,17.787354,101.682837
วัดเวฬุวัน,นาซ่าว,เชียงคาน,เลย,17.788466,101.678946
วัดศรีโพธิ์ชัย,นาซ่าว,เชียงคาน,เลย,17.775585,101.672672
วัดศรีโพนแท่น,นาซ่าว,เชียงคาน,เลย,17.822466,101.674182
วัดศรีโพนแท่น,นาซ่าว,เชียงคาน,เลย,17.823989,101.670649
วัดศรีรัตนาราม,นาซ่าว,เชียงคาน,เลย,17.850836,101.685609
วัดศรีรัตนาราม,นาซ่าว,เชียงคาน,เลย,17.852473,101.682531
วัดศรีสะอาดโพนทัน,นาซ่าว,เชียงคาน,เลย,17.850291,101.67954
วัดศรีสะอาดโพนทัน,นาซ่าว,เชียงคาน,เลย,17.851306,101.674349
วัดแสงธรรม,นาซ่าว,เชียงคาน,เลย,17.816972,101.690248
วัดหนองขอนทอง,นาซ่าว,เชียงคาน,เลย,17.858565,101.658638
วัดหนองข่า,นาซ่าว,เชียงคาน,เลย,17.848614,101.654194
วัดหนองข่า,นาซ่าว,เชียงคาน,เลย,17.84999,101.650324
วัดหนองสพังทอง,นาซ่าว,เชียงคาน,เลย,17.851918,101.661264
วัดหนอนขอนทอง,นาซ่าว,เชียงคาน,เลย,17.859642,101.656233
วัดหนอนสะพังทอง (วัดนาบอน),นาซ่าว,เชียงคาน,เลย,17.853457,101.657839
วีดศรีโพธิ์ชัย,นาซ่าว,เชียงคาน,เลย,17.777516,101.670175
วัดบรรพตคีรี,บุฮม,เชียงคาน,เลย,17.94623,101.741502
วัดป่าศรีคำวนาราม,บุฮม,เชียงคาน,เลย,17.909983,101.729283
วัดป่าศรีอุมุง,บุฮม,เชียงคาน,เลย,17.89604,101.763404
วัดป่าอัมพวัน,บุฮม,เชียงคาน,เลย,17.930959,101.735974
วัดพระพุทธบาทภูควายเงิน,บุฮม,เชียงคาน,เลย,17.896666,101.750786
วัดศรีคำวนาราม (วัดป่าผา,บุฮม,เชียงคาน,เลย,17.909281,101.732258
วัดศรีจำปา,บุฮม,เชียงคาน,เลย,17.889785,101.760871
วัดศรีชมชื่น,บุฮม,เชียงคาน,เลย,17.997956,101.759605
วัดศรีชมชื่น,บุฮม,เชียงคาน,เลย,17.998973,101.756105
วัดศรีบรรพตคีรี,บุฮม,เชียงคาน,เลย,17.947304,101.738663
วัดศรีภูมิ,บุฮม,เชียงคาน,เลย,17.948538,101.734331
วัดศรีสมสนุก,บุฮม,เชียงคาน,เลย,17.989107,101.751964
วัดศรีสมสนุก,บุฮม,เชียงคาน,เลย,17.990896,101.748221
วัดศรีสะอาด,บุฮม,เชียงคาน,เลย,18.007101,101.761361
วัดศรีสะอาด,บุฮม,เชียงคาน,เลย,18.007687,101.757565
วัดอัมพวัน,บุฮม,เชียงคาน,เลย,17.930112,101.739342
วัดจอมมณี,ปากตม,เชียงคาน,เลย,17.809424,101.555847
วัดโพธิ์ชัยศรี,ปากตม,เชียงคาน,เลย,17.852457,101.570682
วัดโพธิ์ทองศรีชมพู,ปากตม,เชียงคาน,เลย,17.842728,101.569885
วัดโพธิ์ศรีหายโศก,ปากตม,เชียงคาน,เลย,17.805458,101.623227
วัดโพนสว่าง,ปากตม,เชียงคาน,เลย,17.783218,101.573909
วัดศรีจอมแจ้ง,ปากตม,เชียงคาน,เลย,17.759969,101.591155
วัดศรีจอมแจ้ง,ปากตม,เชียงคาน,เลย,17.761924,101.589061
วัดศรีจันทร์พัฒนาราม,ปากตม,เชียงคาน,เลย,17.786079,101.579867
วัดศรีจันทร์พัฒนาราม,ปากตม,เชียงคาน,เลย,17.787442,101.576092
วัดบัพพโตอรัญญา,หาดทรายขาว,เชียงคาน,เลย,17.734286,101.625691
วัดปัพพโตอรัญญา,หาดทรายขาว,เชียงคาน,เลย,17.735934,101.622257
วัดผามุมอรัญญา,หาดทรายขาว,เชียงคาน,เลย,17.752092,101.671678
วัดวังสำราญ,หาดทรายขาว,เชียงคาน,เลย,17.732104,101.681779
วัดศรีชุมพร,หาดทรายขาว,เชียงคาน,เลย,17.730341,101.659456
วัดศรีชุมพร,หาดทรายขาว,เชียงคาน,เลย,17.732018,101.656188
วัดโนนสว่างสามัคคี,กกสะทอน,ด่านซ้าย,เลย,17.095651,101.105427
วัดโนนสว่างสามัคคี,กกสะทอน,ด่านซ้าย,เลย,17.097459,101.101982
วัดเวฬุวันวราราม,กกสะทอน,ด่านซ้าย,เลย,17.094496,101.126201
วัดสามัคคีธรรม,กกสะทอน,ด่านซ้าย,เลย,17.169896,101.097337
วัดใหม่สามัคคี,กกสะทอน,ด่านซ้าย,เลย,17.159141,101.101597
วัดโคกงาม,โคกงาม,ด่านซ้าย,เลย,17.353411,101.237443
วัดโคกงาม,โคกงาม,ด่านซ้าย,เลย,17.353686,101.240402
วัดจอมแจ้ง,โคกงาม,ด่านซ้าย,เลย,17.375244,101.226617
วัดโพนทอง,โคกงาม,ด่านซ้าย,เลย,17.342256,101.269938
วัดโพนทอง,โคกงาม,ด่านซ้าย,เลย,17.343537,101.266029
วัดโพนสว่าง,โคกงาม,ด่านซ้าย,เลย,17.427182,101.242376
วัดมัชฌิมาราม,โคกงาม,ด่านซ้าย,เลย,17.313885,101.206102
วัดสระแก้วเจริญธรรม,โคกงาม,ด่านซ้าย,เลย,17.362679,101.260127
วัดสระแก้วเจริญธรรม,โคกงาม,ด่านซ้าย,เลย,17.362799,101.263148
วัดสว่างอรุณ,โคกงาม,ด่านซ้าย,เลย,17.390522,101.230866
วัดเฉลิมราษฎร์สามัคคี,ด่านซ้าย,ด่านซ้าย,เลย,17.292642,101.148709
วัดเฉลิมราษฎร์สามัคคี,ด่านซ้าย,ด่านซ้าย,เลย,17.293522,101.144861
วัดเนรมิตรวิปัสนา,ด่านซ้าย,ด่านซ้าย,เลย,17.266431,101.145282
วัดเนรมิตวิปัสสนา,ด่านซ้าย,ด่านซ้าย,เลย,17.263551,101.142148
วัดป่าเขาแก้ว,ด่านซ้าย,ด่านซ้าย,เลย,17.281998,101.12132
วัดป่าศาลาน้อย,ด่านซ้าย,ด่านซ้าย,เลย,17.229137,101.19818
วัดโพธิ์ศรี,ด่านซ้าย,ด่านซ้าย,เลย,17.290176,101.149234
วัดโพนชัย,ด่านซ้าย,ด่านซ้าย,เลย,17.273141,101.152574
วัดโพนชัย,ด่านซ้าย,ด่านซ้าย,เลย,17.274469,101.149372
วัดศรีมงคลบ้านบุ้งกุ่ม,ด่านซ้าย,ด่านซ้าย,เลย,17.305519,101.151798
วัดศรีสะอาด,ด่านซ้าย,ด่านซ้าย,เลย,17.289593,101.13153
วัดศรีสะอาด,ด่านซ้าย,ด่านซ้าย,เลย,17.293076,101.128602
วัดสว่างโพนลาน,ด่านซ้าย,ด่านซ้าย,เลย,17.266241,101.133106
วัดสว่างโพนลาน,ด่านซ้าย,ด่านซ้าย,เลย,17.267832,101.129993
วัดจอมมณี,นาดี,ด่านซ้าย,เลย,17.365236,101.154769
วัดชายแดนสามัคคี,นาดี,ด่านซ้าย,เลย,17.470002,101.134021
